"component","origin","license","copyright"
"opener","opener","['MIT OR Apache-2.0']","['Fathi Boudra <fabo@freedesktop.org>', 'Jeremy White <jwhite@codeweavers.com>', 'Kevin Krammer <kevin.krammer@gmx.at>', 'Rex Dieter <rdieter@fedoraproject.org>']"
"parking_lot","parking_lot","['MIT OR Apache-2.0']","[""Amanieu d'Antras"", 'The Rust Project', 'The Rust Project Developers']"
"parking_lot_core","parking_lot_core","['MIT OR Apache-2.0']","[""Amanieu d'Antras"", 'The Rust Project', 'The Rust Project Developers']"
"phf","phf","['MIT']","['Steven Fackler', 'Yuki Okushi']"
"phf_codegen","phf_codegen","['MIT']","['Steven Fackler', 'Yuki Okushi']"
"phf_generator","phf_generator","['MIT']","['Steven Fackler', 'Yuki Okushi']"
"phf_macros","phf_macros","['MIT']","['Steven Fackler', 'Yuki Okushi']"
"phf_shared","phf_shared","['MIT']","['Steven Fackler', 'Yuki Okushi']"
"pico-args","pico-args","['MIT']","['Yevhenii Reizner']"
"pkg-config","pkg-config","['MIT OR Apache-2.0']","['Alex Crichton']"
"plotters","plotters","['MIT']","[]"
"plotters-backend","plotters-backend","['MIT']","[]"
"plotters-svg","plotters-svg","['MIT']","[]"
"precomputed-hash","precomputed-hash","['MIT']","['Emilio Cobos Alvarez']"
"prettyplease","prettyplease","['MIT OR Apache-2.0']","[]"
"proc-macro2","proc-macro2","['MIT OR Apache-2.0']","[]"
"psm","psm","['MIT OR Apache-2.0']","[]"
"quote","quote","['MIT OR Apache-2.0']","[]"
"r-efi","r-efi","['MIT OR Apache-2.0 OR LGPL-2.1-or-later']","['David Rheinsberg', 'Microsoft Corporation', 'Red Hat, Inc.']"
"rand","rand","['MIT OR Apache-2.0']","['Developers of the Rand project', 'The Rust Project Developers', 'package.metadata.docs.rs']"
"rand_core","rand_core","['MIT OR Apache-2.0']","['Developers of the Rand project', 'The Rust Project', 'The Rust Project Developers']"
"rayon","rayon","['MIT OR Apache-2.0']","['Continue', 'Continue Continue', 'Ok Continue', 'The Rust Project', 'The Rust Project Developers']"
"rayon-core","rayon-core","['MIT OR Apache-2.0']","['The Rust Project', 'The Rust Project Developers']"
"recursive","recursive","['MIT']","['Orson R. L. Peters']"
"recursive-proc-macro-impl","recursive-proc-macro-impl","['MIT']","['Orson R. L. Peters']"
"redox_syscall","redox_syscall","['MIT']","['Redox OS', 'Redox OS Developers']"
"regex","regex","['MIT OR Apache-2.0']","['The Rust Project Developers']"
"regex-automata","regex-automata","['MIT OR Apache-2.0']","['The Rust Project Developers']"
"regex-syntax","regex-syntax","['MIT OR Apache-2.0']","['// a', '83', 'The Rust Project Developers', 'Unicode, Inc.']"
"roxmltree","roxmltree","['MIT OR Apache-2.0']","['Yevhenii Reizner']"
"rustix","rustix","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"rustversion","rustversion","['MIT OR Apache-2.0']","[]"
"rustybuzz","rustybuzz","['MIT']","['HarfBuzz developers', 'Microsoft Corporation', 'Yevhenii Reizner']"
"same-file","same-file","['Unlicense OR MIT']","['Andrew Gallant']"
"scopeguard","scopeguard","['MIT OR Apache-2.0']","['Ulrik Sverdrup']"
"semver","semver","['MIT OR Apache-2.0']","[]"
"serde","serde","['MIT OR Apache-2.0']","[]"
"serde_core","serde_core","['MIT OR Apache-2.0']","[]"
"serde_derive","serde_derive","['MIT OR Apache-2.0']","[]"
"serde_json","serde_json","['MIT OR Apache-2.0']","['Alexander Huszagh']"
"shlex","shlex","['MIT OR Apache-2.0']","['Nicholas Allegra']"
"simd-adler32","simd-adler32","['MIT']","['Marvin Countryman']"
"simplecss","simplecss","['Apache-2.0 OR MIT']","['Reizner Evgeniy', 'the SimpleCSS Authors']"
"siphasher","siphasher","[]","[]"
"slotmap","slotmap","['Zlib']","[]"
"smallvec","smallvec","['MIT OR Apache-2.0']","['The Servo Project', 'The Servo Project Developers']"
"sqlparser","sqlparser","['Apache-2.0']","[]"
"stacker","stacker","['MIT OR Apache-2.0']","[]"
"strict-num","strict-num","['MIT']","['Yevhenii Reizner']"
"string_cache","string_cache","['MIT OR Apache-2.0']","['Mozilla Foundation', 'The Servo Project', 'The Servo Project Developers']"
"string_cache_codegen","string_cache_codegen","['MIT OR Apache-2.0']","['Mozilla Foundation', 'The Servo Project', 'The Servo Project Developers']"
"strsim","strsim","['MIT']","['Akash Kurdekar', 'Danny Guo', 'Titus Wormer <tituswormer@gmail.com>']"
"svgtypes","svgtypes","['Apache-2.0 OR MIT']","[]"
"syn","syn","['MIT OR Apache-2.0']","[]"
"tempfile","tempfile","['MIT OR Apache-2.0']","['Steven Allen', 'The Rust Project Developers']"
"tendril","tendril","['MIT OR Apache-2.0']","['Keegan McAllister']"
"tiny-skia-path","tiny-skia-path","['BSD-3-Clause']","[]"
"tinytemplate","tinytemplate","['Apache-2.0 OR MIT']","['Brook Heisler']"
"tinyvec","tinyvec","['Zlib OR Apache-2.0 OR MIT']","['Daniel Lokathor Gee']"
"tinyvec_macros","tinyvec_macros","['MIT OR Apache-2.0 OR Zlib']","['Soveu', 'Tomasz Soveu Marx']"
"ttf-parser","ttf-parser","['MIT OR Apache-2.0']","['Yevhenii Reizner', 'by FontTools']"
"unicode-bidi","unicode-bidi","['MIT OR Apache-2.0']","['The Mozilla Foundation', 'The Rust Project', 'The Rust Project Developers', 'The Servo Project', 'The Servo Project Developers']"
"unicode-bidi-mirroring","unicode-bidi-mirroring","['MIT OR Apache-2.0']","['Yevhenii Reizner']"
"unicode-ccc","unicode-ccc","['MIT OR Apache-2.0']","['Yevhenii Reizner']"
"unicode-ident","unicode-ident","['(MIT OR Apache-2.0) AND Unicode-3.0']","['Unicode, Inc.']"
"unicode-properties","unicode-properties","[]","[]"
"unicode-script","unicode-script","['MIT OR Apache-2.0']","[]"
"unicode-vo","unicode-vo","['MIT OR Apache-2.0']","['Reizner Evgeniy']"
"unicode-xid","unicode-xid","['MIT OR Apache-2.0']","['The Rust Project', 'The Rust Project Developers']"
"usvg","usvg","['Apache-2.0 OR MIT']","[]"
"utf-8","utf-8","['MIT OR Apache-2.0']","[]"
"utf8parse","utf8parse","['Apache-2.0 OR MIT']","['Joe Wilm']"
"version_check","version_check","['MIT OR Apache-2.0']","['Sergio Benitez']"
"vitess.io/vitess","https://vitess.io/vitess","['Apache-2.0']","['Aliaksandr Valialkin', 'Dave Cheney', 'Oguz Bilgic', 'Spring, Inc.', 'The Go Authors', 'Yiling-J', 'lestrrat']"
"walkdir","walkdir","['Unlicense OR MIT']","['Andrew Gallant']"
"wasip2","wasip2","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"wasip3","wasip3","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"wasm-bindgen","wasm-bindgen","['MIT OR Apache-2.0']","['Alex Crichton']"
"wasm-bindgen-macro","wasm-bindgen-macro","['MIT OR Apache-2.0']","['Alex Crichton']"
"wasm-bindgen-macro-support","wasm-bindgen-macro-support","['MIT OR Apache-2.0']","['Alex Crichton']"
"wasm-bindgen-shared","wasm-bindgen-shared","['MIT OR Apache-2.0']","['Alex Crichton']"
"wasm-encoder","wasm-encoder","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"wasm-metadata","wasm-metadata","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"wasmparser","wasmparser","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","['Mozilla Foundation']"
"web-sys","web-sys","['MIT OR Apache-2.0']","['Alex Crichton']"
"winapi-util","winapi-util","['Unlicense OR MIT']","['Andrew Gallant']"
"windows-link","windows-link","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows-sys","windows-sys","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows-targets","windows-targets","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows_aarch64_gnullvm","windows_aarch64_gnullvm","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows_aarch64_msvc","windows_aarch64_msvc","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows_i686_gnu","windows_i686_gnu","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows_i686_gnullvm","windows_i686_gnullvm","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows_i686_msvc","windows_i686_msvc","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows_x86_64_gnu","windows_x86_64_gnu","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows_x86_64_gnullvm","windows_x86_64_gnullvm","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"windows_x86_64_msvc","windows_x86_64_msvc","['MIT OR Apache-2.0']","['Microsoft Corporation']"
"wit-bindgen","wit-bindgen","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"wit-bindgen-core","wit-bindgen-core","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"wit-bindgen-rust","wit-bindgen-rust","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"wit-bindgen-rust-macro","wit-bindgen-rust-macro","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"wit-component","wit-component","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"wit-parser","wit-parser","['Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT']","[]"
"xml5ever","xml5ever","['MIT OR Apache-2.0']","['The html5ever Project']"
"xmlwriter","xmlwriter","['MIT']","['Reizner Evgeniy']"
"zerocopy","zerocopy","['BSD-2-Clause OR Apache-2.0 OR MIT']","['The Fuchsia Authors']"
"zerocopy-derive","zerocopy-derive","['BSD-2-Clause OR Apache-2.0 OR MIT']","['The Fuchsia Authors', 'https://doc.rust-lang.org/reference/type-layout.html']"
"zmij","zmij","['MIT']","[]"
